[2025-07-16 17:06:19,166][61740][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-17 14:52:38,630][59464][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-17 14:53:12,008][50804][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-17 14:59:43,705][58192][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-17 15:07:12,881][6824][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-17 16:04:37,020][35176][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-17 17:56:41,128][43264][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-21 14:47:45,223][68616][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-21 14:51:05,999][70460][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-21 14:52:54,598][69868][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-21 14:54:49,983][61336][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-21 14:57:08,396][31492][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 09:36:31,360][68176][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 09:42:38,151][30704][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 09:46:15,123][73324][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 10:13:57,044][48700][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 11:37:28,008][68068][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 11:37:59,478][42848][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 13:04:23,363][44220][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 13:06:42,653][69944][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 13:09:41,819][78008][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 14:57:10,461][49412][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 14:58:28,215][12984][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 16:06:38,504][20084][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 16:07:22,354][81020][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 16:41:34,897][26964][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 18:17:00,681][78792][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 18:18:49,332][77556][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 18:21:39,545][34388][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 18:34:56,487][53428][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 18:36:13,339][70272][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-22 18:38:28,902][31604][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-23 09:08:27,304][31604][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-29 09:43:16,487][78824][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-29 14:04:22,482][24360][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-29 14:56:54,881][80884][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-29 15:14:25,406][43156][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-29 15:25:40,396][98920][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-30 10:51:18,898][112680][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-04-30 10:51:37,016][38752][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-06 09:52:40,512][161420][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-06 17:44:54,509][147252][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-07 10:46:15,586][84848][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-07 17:31:31,096][84908][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-07 17:37:02,870][31412][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-07 18:06:16,674][138388][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 09:37:39,105][140860][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 10:15:59,755][149892][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 13:30:55,361][16068][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 15:04:38,811][86156][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 17:05:29,271][159428][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 17:46:31,083][26192][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 17:53:32,379][70116][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 18:00:16,107][83916][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 18:04:31,129][80936][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 18:05:46,058][12920][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 18:08:40,626][320][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-08 18:20:01,811][164644][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 09:17:34,867][39516][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 10:16:45,021][118060][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 10:47:56,288][102784][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 11:08:55,975][97504][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 11:27:04,944][36328][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 11:38:07,328][20700][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 17:12:48,011][125092][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 17:21:49,363][152944][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 17:25:46,796][86756][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 17:27:23,256][58644][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 17:31:01,163][91288][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 17:35:09,611][136384][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 17:45:31,762][133964][DEBUG] - Enumerate OK
[2026-05-09 17:45:32,154][133964][DEBUG] - Enumerate OK
[2026-05-09 17:45:36,042][133964][DEBUG] - Enumerate OK
[2026-05-09 17:45:46,610][133964][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 17:46:35,744][137856][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 18:02:33,649][118276][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 18:07:44,026][66116][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 18:09:53,925][160796][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-09 18:13:57,337][89488][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-11 10:53:00,059][74256][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-11 11:27:45,062][144088][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-11 11:31:19,479][82980][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-11 16:51:29,988][162920][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-15 13:47:08,980][67220][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 11:27:50,973][16276][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 11:30:59,957][3956][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 11:34:47,669][16188][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 16:08:24,399][13516][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 16:09:31,924][11408][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 17:39:47,773][14176][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 17:42:08,326][16796][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 17:42:32,758][13516][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 18:28:35,796][10016][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 18:31:12,284][13368][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 18:46:07,508][16096][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 19:24:42,993][17036][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 19:39:43,890][16108][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 19:46:31,013][3144][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-21 19:49:20,553][5668][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 09:37:35,924][3772][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 09:43:41,596][6400][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 09:49:32,472][17148][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 09:56:36,502][15864][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 10:30:44,283][320][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 10:37:52,401][7076][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 10:57:34,904][17332][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:09:41,819][6660][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:11:48,236][12052][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:12:49,463][9704][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:15:01,615][1160][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:15:43,651][7260][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:16:49,811][11936][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:18:29,529][14876][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:21:14,504][17084][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:22:59,411][7808][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:26:29,878][5332][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:27:44,280][332][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:28:21,250][14312][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:31:09,980][16228][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:32:33,954][15216][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:33:14,326][14024][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 11:35:55,224][12916][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 14:29:03,993][17508][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 14:31:18,604][15744][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 14:39:19,548][2332][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 14:47:16,011][12252][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 14:52:14,425][17064][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 14:53:41,953][14692][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 15:07:01,445][9968][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 15:09:00,404][16592][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-22 16:57:11,085][16116][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-23 13:30:04,945][2156][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-23 13:48:08,966][11004][DEBUG] - Enumerate OK
[2026-05-23 13:48:30,113][11004][DEBUG] - Enumerate OK
[2026-05-23 13:48:32,825][11004][DEBUG] - Enumerate OK
[2026-05-23 13:49:13,296][11004][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 13:49:13,296][11004][DEBUG] - DevID:2 SetDeviceType UC
[2026-05-23 13:49:13,296][11004][DEBUG] - Enumerate OK
[2026-05-23 13:49:48,807][11004][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 13:49:48,807][11004][DEBUG] - Enumerate OK
[2026-05-23 13:49:58,267][11004][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 13:49:58,267][11004][DEBUG] - DevID:2 SetDeviceType UC
[2026-05-23 13:49:58,267][11004][DEBUG] - Enumerate OK
[2026-05-23 13:50:11,556][9080][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 13:50:11,556][9080][DEBUG] - DevID:2 SetDeviceType UC
[2026-05-23 13:50:11,556][9080][DEBUG] - Enumerate OK
[2026-05-23 13:50:11,578][9080][DEBUG] - DevID:1 LoadGrabPara OK
[2026-05-23 13:50:11,578][9080][DEBUG] - DevID:1 GrabTab:820,*p:820
[2026-05-23 13:50:11,722][9080][DEBUG] - DevID:1 OpenDevice OK
[2026-05-23 13:50:11,732][9080][DEBUG] - DevID:2 LoadGrabPara OK
[2026-05-23 13:50:11,732][9080][DEBUG] - DevID:2 GrabTab:820,*p:820
[2026-05-23 13:50:11,862][9080][DEBUG] - DevID:2 OpenDevice OK
[2026-05-23 13:50:12,254][9080][DEBUG] - DevID:2 Machine type:UC
[2026-05-23 13:51:16,781][2336][DEBUG] - DevID:2 Machine type:UC
[2026-05-23 13:51:31,276][17996][DEBUG] - DevID:2 Machine type:UC
[2026-05-23 13:51:50,430][4524][DEBUG] - DevID:2 Machine type:UC
[2026-05-23 13:52:00,173][11004][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-23 14:04:06,505][9452][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-23 14:10:48,158][18944][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-23 14:34:15,394][15332][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 14:34:15,395][15332][DEBUG] - Enumerate OK
[2026-05-23 14:34:15,402][15332][DEBUG] - DevID:1 LoadGrabPara OK
[2026-05-23 14:34:15,402][15332][DEBUG] - DevID:1 GrabTab:820,*p:820
[2026-05-23 14:34:15,402][15332][DEBUG] - DevID:1 OpenDevice Err 0
[2026-05-23 14:34:44,333][11572][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 14:34:44,333][11572][DEBUG] - Enumerate OK
[2026-05-23 14:34:52,743][3508][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-23 14:35:26,226][13552][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 14:35:26,226][13552][DEBUG] - Enumerate OK
[2026-05-23 14:35:26,234][13552][DEBUG] - DevID:1 LoadGrabPara OK
[2026-05-23 14:35:26,234][13552][DEBUG] - DevID:1 GrabTab:820,*p:820
[2026-05-23 14:35:26,234][13552][DEBUG] - DevID:1 OpenDevice Err 0
[2026-05-23 14:35:41,275][19672][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 14:35:41,275][19672][DEBUG] - Enumerate OK
[2026-05-23 14:35:57,716][16288][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 14:35:57,716][16288][DEBUG] - DevID:2 SetDeviceType UC
[2026-05-23 14:35:57,716][16288][DEBUG] - Enumerate OK
[2026-05-23 14:36:05,120][19672][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 14:36:05,121][19672][DEBUG] - DevID:2 SetDeviceType UC
[2026-05-23 14:36:05,121][19672][DEBUG] - Enumerate OK
[2026-05-23 14:36:05,887][19672][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 14:36:05,887][19672][DEBUG] - DevID:2 SetDeviceType UC
[2026-05-23 14:36:05,887][19672][DEBUG] - Enumerate OK
[2026-05-23 14:36:08,357][19672][DEBUG] - DllMain DLL_PROCESS_DETACH
[2026-05-23 14:36:21,824][15332][DEBUG] - DevID:1 SetDeviceType UC
[2026-05-23 14:36:21,824][15332][DEBUG] - DevID:2 SetDeviceType UC
[2026-05-23 14:36:21,824][15332][DEBUG] - Enumerate OK
[2026-05-23 14:36:21,831][15332][DEBUG] - DevID:1 LoadGrabPara OK
[2026-05-23 14:36:21,831][15332][DEBUG] - DevID:1 GrabTab:820,*p:820
[2026-05-23 14:36:21,967][15332][DEBUG] - DevID:1 OpenDevice OK
[2026-05-23 14:36:21,974][15332][DEBUG] - DevID:2 LoadGrabPara OK
[2026-05-23 14:36:21,974][15332][DEBUG] - DevID:2 GrabTab:820,*p:820
[2026-05-23 14:36:22,128][15332][DEBUG] - DevID:2 OpenDevice OK
[2026-05-23 14:36:22,791][15332][DEBUG] - DevID:2 Write Second ERR:0x0,0x0,0x0
[2026-05-23 14:36:22,815][15332][DEBUG] - DevID:2 Write Second ERR1:0x0,0x0,0x0
[2026-05-23 14:36:23,511][15332][DEBUG] - DevID:2 Machine type:UC
[2026-05-23 14:36:23,925][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,034][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,074][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,116][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,157][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,197][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,238][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,283][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,323][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,364][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,407][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,451][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,491][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,532][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,578][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,618][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,660][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,700][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,741][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,782][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,824][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,863][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,904][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,946][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:24,986][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,026][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,066][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,107][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,149][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,190][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,231][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,271][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,313][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,354][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,394][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,436][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,477][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,518][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,561][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,601][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,641][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,683][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,724][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,764][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,804][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,846][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,886][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,926][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:25,966][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,006][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,047][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,088][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,129][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,170][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,211][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,252][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,294][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,341][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,383][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,423][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,464][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,507][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,548][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,588][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,628][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,668][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,708][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,751][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,791][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,831][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,871][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,912][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,954][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:26,994][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,035][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,075][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,117][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,157][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,197][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,237][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,279][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,320][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,360][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,402][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,443][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,483][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,527][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,571][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,612][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,652][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,692][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,732][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,773][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,813][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,853][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,893][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,933][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:27,973][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
[2026-05-23 14:36:28,016][19936][DEBUG] - DevID:2 ImageTransform iRet:-29
